batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2025-07-10,Line A,Supplier 1,evening,545,Operator 3,Machine 6,13.11,premium,46.0,14.55,false
2025-05-05,Line A,Supplier 1,night,1501,Operator 2,Machine 6,25.12,premium,72.67,21.47,true
2025-10-03,Line D,Supplier 1,day,512,Operator 8,Machine 5,27.06,standard,59.21,28.83,false
2025-11-16,Line B,Supplier 3,day,223,Operator 5,Machine 1,26.35,premium,25.41,27.73,false
2025-02-04,Line C,Supplier 1,night,1569,Operator 2,Machine 5,19.25,standard,64.04,40.0,true
2025-06-20,Line A,Supplier 1,day,754,Operator 7,Machine 4,46.39,premium,49.18,6.98,false
2025-09-08,Line A,Supplier 1,night,577,Operator 5,Machine 4,49.48,premium,55.29,13.82,true
2025-01-28,Line D,Supplier 4,evening,257,Operator 3,Machine 5,30.04,premium,40.66,30.58,true
2024-11-17,Line A,Supplier 4,night,920,Operator 2,Machine 1,21.63,standard,51.85,34.18,true
2025-10-09,Line C,Supplier 5,evening,1056,Operator 6,Machine 6,22.77,premium,38.54,35.78,true
2025-05-13,Line C,Supplier 5,day,1061,Operator 7,Machine 3,35.83,standard,60.99,15.3,false
2025-06-25,Line B,Supplier 2,night,882,Operator 1,Machine 2,48.27,premium,66.22,21.2,true
2025-02-07,Line B,Supplier 3,night,1299,Operator 1,Machine 2,31.61,standard,64.75,17.78,false
2025-09-23,Line C,Supplier 5,day,830,Operator 6,Machine 4,52.39,standard,62.5,28.59,false
2024-05-03,Line A,Supplier 5,day,425,Operator 2,Machine 1,39.01,premium,41.04,21.45,false
2024-02-04,Line B,Supplier 3,night,652,Operator 1,Machine 3,33.02,premium,49.17,28.8,false
2025-04-07,Line A,Supplier 3,evening,1084,Operator 2,Machine 2,10.24,premium,38.92,28.69,false
2025-07-22,Line A,Supplier 3,day,178,Operator 5,Machine 5,31.06,premium,40.61,15.21,false
2024-03-11,Line B,Supplier 2,evening,982,Operator 2,Machine 4,47.52,standard,72.58,25.39,false
2025-12-15,Line B,Supplier 3,evening,652,Operator 6,Machine 2,25.64,premium,49.67,13.27,false
2025-07-19,Line A,Supplier 3,day,990,Operator 7,Machine 6,19.77,standard,61.4,24.92,false
2024-12-02,Line C,Supplier 5,night,291,Operator 7,Machine 4,41.45,premium,20.0,24.13,false
2025-01-22,Line D,Supplier 5,day,176,Operator 6,Machine 2,21.84,standard,55.94,30.53,false
2025-07-09,Line A,Supplier 2,day,586,Operator 7,Machine 3,46.01,standard,81.83,23.92,true
2025-04-21,Line B,Supplier 2,night,602,Operator 2,Machine 3,54.25,premium,21.92,30.05,false
2025-02-05,Line D,Supplier 2,day,110,Operator 1,Machine 3,37.22,standard,57.6,13.37,false
2025-11-30,Line A,Supplier 4,night,814,Operator 5,Machine 1,44.81,premium,30.92,8.6,true
2025-02-09,Line A,Supplier 3,night,547,Operator 1,Machine 5,57.43,premium,90.0,31.21,false
2025-06-06,Line C,Supplier 4,day,699,Operator 2,Machine 4,38.33,premium,56.33,22.0,true
2025-06-04,Line C,Supplier 3,night,976,Operator 2,Machine 4,15.37,premium,58.82,8.45,false
2024-08-07,Line A,Supplier 3,day,969,Operator 2,Machine 5,28.7,premium,38.16,9.57,false
2024-07-07,Line C,Supplier 4,day,680,Operator 5,Machine 5,19.55,premium,30.54,23.16,false
2024-01-24,Line C,Supplier 4,day,501,Operator 4,Machine 2,27.42,standard,61.25,30.75,true
2025-02-19,Line C,Supplier 3,night,479,Operator 2,Machine 2,13.43,standard,61.31,26.32,true
2024-02-27,Line A,Supplier 4,day,244,Operator 1,Machine 5,33.64,standard,57.52,15.2,false
2025-02-25,Line A,Supplier 3,night,234,Operator 1,Machine 5,11.64,premium,47.81,27.19,true
2025-07-05,Line D,Supplier 1,day,523,Operator 4,Machine 3,39.26,premium,34.59,17.43,false
2025-10-20,Line B,Supplier 4,night,575,Operator 6,Machine 2,33.14,premium,20.0,27.24,false
2025-04-15,Line A,Supplier 1,evening,411,Operator 8,Machine 6,32.35,premium,34.04,14.63,false
2025-05-23,Line A,Supplier 2,night,417,Operator 8,Machine 2,40.5,standard,53.02,16.27,true
2024-08-26,Line C,Supplier 2,evening,1113,Operator 2,Machine 5,28.58,premium,30.03,22.95,false
2025-03-15,Line A,Supplier 1,evening,642,Operator 1,Machine 3,52.74,premium,45.37,20.61,true
2024-07-27,Line B,Supplier 5,night,1102,Operator 7,Machine 5,23.89,standard,77.5,24.5,false
2024-10-03,Line D,Supplier 3,evening,1042,Operator 2,Machine 5,35.98,standard,62.13,22.78,false
2024-01-18,Line A,Supplier 5,night,442,Operator 4,Machine 2,51.92,premium,60.15,16.62,false
2025-05-20,Line C,Supplier 4,evening,1374,Operator 2,Machine 6,20.61,premium,25.46,13.67,false
2025-08-21,Line A,Supplier 2,night,824,Operator 5,Machine 3,19.73,standard,55.01,15.27,false
2025-05-31,Line B,Supplier 3,evening,539,Operator 6,Machine 6,19.04,premium,24.44,20.15,false
2024-08-24,Line D,Supplier 3,night,1000,Operator 2,Machine 4,26.21,premium,46.79,11.45,true
2025-01-07,Line C,Supplier 3,night,639,Operator 1,Machine 2,49.35,standard,59.06,16.79,true
2024-07-14,Line B,Supplier 3,day,1035,Operator 2,Machine 1,35.08,standard,72.75,10.17,true
2025-05-09,Line B,Supplier 1,evening,421,Operator 6,Machine 2,38.53,standard,69.66,13.09,false
2024-12-24,Line C,Supplier 4,night,367,Operator 4,Machine 3,22.74,premium,20.0,14.73,false
2024-11-19,Line B,Supplier 3,day,460,Operator 6,Machine 1,35.58,premium,45.86,25.45,false
2025-04-28,Line A,Supplier 5,night,882,Operator 8,Machine 1,22.6,premium,52.38,24.61,false
2024-11-20,Line A,Supplier 1,day,1153,Operator 2,Machine 5,22.54,standard,50.9,16.23,false
2024-06-25,Line B,Supplier 3,day,827,Operator 5,Machine 3,9.11,premium,48.34,4.1,false
2025-03-21,Line B,Supplier 1,night,50,Operator 1,Machine 4,24.81,premium,20.0,30.2,true
2024-12-19,Line C,Supplier 3,day,601,Operator 8,Machine 4,11.05,premium,43.94,27.94,false
2024-05-11,Line A,Supplier 4,evening,624,Operator 5,Machine 1,32.62,premium,37.67,24.82,false
2024-04-14,Line D,Supplier 2,evening,175,Operator 3,Machine 5,34.32,premium,28.0,15.79,false
2024-03-01,Line B,Supplier 3,night,50,Operator 4,Machine 5,31.38,premium,49.81,24.62,false
2025-09-06,Line B,Supplier 2,day,168,Operator 3,Machine 5,27.07,premium,31.79,27.61,false
2024-09-14,Line C,Supplier 2,night,50,Operator 3,Machine 5,50.88,standard,80.13,20.45,true
2024-06-26,Line C,Supplier 2,evening,950,Operator 2,Machine 2,36.82,premium,42.82,19.2,false
2024-03-03,Line A,Supplier 4,evening,429,Operator 5,Machine 3,38.21,premium,34.33,17.04,true
2025-04-02,Line B,Supplier 3,night,631,Operator 6,Machine 2,47.63,standard,59.08,11.64,false
2025-02-02,Line D,Supplier 3,day,951,Operator 6,Machine 1,58.32,standard,56.62,17.36,false
2024-03-13,Line A,Supplier 3,evening,709,Operator 2,Machine 5,26.98,premium,43.27,26.85,false
2024-05-16,Line B,Supplier 5,day,668,Operator 6,Machine 1,22.07,premium,25.06,24.82,false
2024-09-01,Line B,Supplier 3,evening,242,Operator 3,Machine 6,37.87,standard,58.63,32.77,false
2025-05-29,Line B,Supplier 1,day,270,Operator 2,Machine 5,19.1,standard,60.77,20.43,false
2024-11-03,Line A,Supplier 4,evening,1292,Operator 2,Machine 3,26.05,standard,58.87,18.36,false
2024-04-06,Line A,Supplier 2,night,1065,Operator 1,Machine 4,25.97,premium,53.95,16.1,true
2024-01-02,Line C,Supplier 3,day,658,Operator 6,Machine 3,50.06,standard,55.8,24.48,false
2024-08-11,Line A,Supplier 3,evening,308,Operator 7,Machine 4,59.54,standard,49.26,18.87,true
2025-05-24,Line B,Supplier 1,evening,773,Operator 6,Machine 1,25.13,premium,32.09,19.3,false
2024-09-10,Line A,Supplier 3,day,1030,Operator 2,Machine 5,10.31,premium,39.33,21.55,true
2024-10-16,Line D,Supplier 2,evening,1190,Operator 6,Machine 3,33.29,premium,46.72,28.19,true
2024-02-19,Line A,Supplier 4,evening,214,Operator 6,Machine 4,43.31,standard,67.36,20.92,false
2025-01-21,Line A,Supplier 3,evening,628,Operator 2,Machine 2,39.51,standard,76.46,22.88,false
2024-08-25,Line A,Supplier 5,night,657,Operator 3,Machine 4,43.44,standard,78.93,18.46,false
2024-02-23,Line A,Supplier 1,evening,563,Operator 7,Machine 1,36.63,premium,83.86,14.93,false
2025-11-14,Line A,Supplier 5,evening,554,Operator 1,Machine 1,44.4,standard,72.82,18.94,false
2025-10-24,Line C,Supplier 3,evening,670,Operator 7,Machine 3,7.92,standard,58.15,34.1,false
2025-02-18,Line A,Supplier 3,day,837,Operator 1,Machine 6,31.54,premium,45.44,20.98,false
2025-11-19,Line B,Supplier 2,evening,50,Operator 5,Machine 4,27.57,premium,25.79,21.97,false
2024-07-05,Line D,Supplier 1,day,113,Operator 6,Machine 5,33.45,premium,54.07,17.57,true
2025-09-14,Line A,Supplier 1,night,1043,Operator 2,Machine 4,32.97,standard,53.95,31.44,true
2024-10-07,Line C,Supplier 4,day,147,Operator 6,Machine 2,38.89,standard,50.33,12.39,true
2024-05-05,Line A,Supplier 3,evening,232,Operator 1,Machine 5,38.32,standard,53.05,27.24,false
2025-07-15,Line A,Supplier 5,evening,1209,Operator 5,Machine 6,48.94,premium,67.18,18.6,false
2025-04-18,Line A,Supplier 3,day,732,Operator 4,Machine 5,15.48,standard,48.14,8.24,false
2025-05-13,Line A,Supplier 3,day,598,Operator 5,Machine 4,7.2,premium,40.22,19.2,false
2025-09-18,Line D,Supplier 4,night,914,Operator 4,Machine 3,24.53,premium,82.84,16.53,false
2025-03-04,Line A,Supplier 5,night,838,Operator 8,Machine 6,42.0,premium,43.71,30.84,false
2024-02-12,Line C,Supplier 4,day,50,Operator 4,Machine 5,51.48,premium,35.13,19.34,false
2024-11-19,Line C,Supplier 2,day,714,Operator 7,Machine 4,53.75,premium,37.05,27.57,false
2025-04-23,Line A,Supplier 3,night,858,Operator 7,Machine 5,59.5,premium,49.56,10.84,false
2025-05-02,Line A,Supplier 3,day,1305,Operator 2,Machine 1,16.45,premium,77.86,17.41,false
2024-11-17,Line C,Supplier 2,night,285,Operator 1,Machine 5,28.26,premium,71.27,24.2,false
2024-03-02,Line C,Supplier 3,day,1096,Operator 2,Machine 2,27.91,premium,38.69,15.38,false
2024-09-13,Line C,Supplier 1,evening,498,Operator 3,Machine 3,48.28,standard,73.65,34.26,false
2024-11-23,Line B,Supplier 1,day,610,Operator 5,Machine 6,17.55,standard,51.57,20.87,false
2025-12-03,Line B,Supplier 5,evening,75,Operator 8,Machine 5,29.57,standard,71.26,19.55,false
2025-10-19,Line B,Supplier 2,night,1215,Operator 2,Machine 5,45.75,standard,50.7,14.93,false
2024-05-24,Line A,Supplier 5,night,1218,Operator 2,Machine 3,42.19,standard,57.87,18.56,false
2024-11-01,Line A,Supplier 5,evening,1201,Operator 2,Machine 6,37.02,premium,43.22,5.1,false
2025-09-28,Line B,Supplier 4,night,1274,Operator 8,Machine 2,38.43,standard,55.68,22.57,false
2024-05-26,Line C,Supplier 4,day,862,Operator 1,Machine 4,51.04,standard,57.5,13.68,false
2024-08-16,Line D,Supplier 4,evening,519,Operator 3,Machine 5,30.97,premium,39.46,21.64,false
2024-04-28,Line D,Supplier 5,day,846,Operator 3,Machine 4,30.91,premium,66.07,19.91,false
2025-05-02,Line C,Supplier 5,day,817,Operator 2,Machine 2,33.36,premium,39.11,4.21,false
2025-10-08,Line C,Supplier 4,day,158,Operator 2,Machine 5,31.74,standard,59.51,13.81,true
2025-09-08,Line B,Supplier 5,evening,217,Operator 2,Machine 5,37.58,premium,74.7,9.83,true
2024-01-02,Line A,Supplier 4,day,869,Operator 2,Machine 3,51.8,premium,43.67,17.48,true
2024-11-12,Line B,Supplier 3,night,1157,Operator 6,Machine 6,20.47,premium,48.86,-3.92,true
2025-08-26,Line A,Supplier 4,night,1024,Operator 5,Machine 3,22.09,standard,63.87,20.37,false
2025-04-29,Line A,Supplier 1,evening,992,Operator 1,Machine 5,33.42,premium,36.79,26.2,false
2024-06-30,Line C,Supplier 2,evening,50,Operator 3,Machine 5,33.09,premium,44.92,28.23,false
2024-10-01,Line C,Supplier 3,night,890,Operator 7,Machine 2,40.82,premium,69.61,28.93,true
2025-10-09,Line A,Supplier 5,day,841,Operator 8,Machine 1,42.09,standard,79.17,10.74,false
2024-09-27,Line A,Supplier 1,day,1119,Operator 2,Machine 6,15.64,premium,59.38,19.26,false
2025-11-02,Line B,Supplier 4,day,678,Operator 7,Machine 1,49.84,standard,54.27,23.78,false
2025-02-11,Line D,Supplier 3,day,463,Operator 8,Machine 4,31.52,standard,86.62,25.6,false
2024-07-29,Line B,Supplier 4,evening,876,Operator 7,Machine 2,43.27,premium,65.06,17.58,false
2025-06-13,Line A,Supplier 3,day,482,Operator 7,Machine 1,36.42,premium,48.74,22.94,false
2025-07-03,Line B,Supplier 2,evening,1044,Operator 2,Machine 6,53.03,premium,46.43,20.27,false
2024-06-20,Line C,Supplier 3,night,290,Operator 2,Machine 5,35.73,premium,44.71,22.51,true
2025-09-25,Line C,Supplier 2,evening,765,Operator 7,Machine 5,28.04,premium,64.75,12.74,false
2024-09-26,Line D,Supplier 4,day,658,Operator 2,Machine 3,56.71,premium,34.89,22.64,false
2025-09-28,Line C,Supplier 2,day,259,Operator 5,Machine 5,42.17,premium,38.74,27.89,false
2024-05-12,Line A,Supplier 3,night,50,Operator 5,Machine 5,46.99,standard,55.1,1.91,false
2025-05-21,Line D,Supplier 3,night,738,Operator 3,Machine 3,18.71,premium,54.1,35.01,true
2024-05-25,Line D,Supplier 3,day,387,Operator 3,Machine 5,5.0,premium,71.75,34.56,false
2025-08-25,Line B,Supplier 3,day,616,Operator 2,Machine 4,28.8,premium,31.14,26.56,false
2025-12-07,Line C,Supplier 3,day,234,Operator 2,Machine 5,12.82,premium,67.68,32.87,false
2024-12-22,Line D,Supplier 1,evening,1074,Operator 6,Machine 6,21.85,premium,43.84,24.24,false
2025-11-12,Line C,Supplier 5,evening,371,Operator 3,Machine 4,27.73,premium,47.14,17.6,false
2024-07-11,Line C,Supplier 3,evening,701,Operator 1,Machine 5,53.37,premium,42.22,12.86,true
2025-02-02,Line D,Supplier 3,night,905,Operator 2,Machine 5,49.97,standard,77.3,32.37,true
2024-03-13,Line B,Supplier 2,night,771,Operator 7,Machine 1,28.01,standard,37.51,20.43,false
2025-04-16,Line B,Supplier 5,day,231,Operator 6,Machine 6,36.62,premium,59.82,23.64,false
2024-11-23,Line B,Supplier 5,evening,763,Operator 8,Machine 5,43.76,premium,42.52,13.8,false
2025-09-23,Line C,Supplier 4,day,607,Operator 7,Machine 6,50.72,premium,53.65,20.8,false
2024-04-21,Line D,Supplier 3,night,841,Operator 2,Machine 1,50.39,premium,46.83,30.05,true
2025-06-12,Line A,Supplier 3,day,92,Operator 6,Machine 5,18.81,premium,43.12,17.75,false
2024-10-09,Line C,Supplier 1,day,1056,Operator 2,Machine 2,29.76,standard,54.98,9.28,true
2024-01-18,Line C,Supplier 3,day,224,Operator 3,Machine 5,43.46,premium,43.73,30.79,false
2025-08-14,Line C,Supplier 1,night,802,Operator 6,Machine 4,45.93,premium,38.5,26.31,false
2025-10-28,Line A,Supplier 2,day,317,Operator 8,Machine 1,14.99,premium,44.27,39.04,false
2025-08-15,Line D,Supplier 4,night,859,Operator 1,Machine 2,44.2,standard,55.07,18.9,false
2024-12-11,Line D,Supplier 3,evening,894,Operator 4,Machine 3,17.84,premium,44.06,8.73,false
2024-03-28,Line D,Supplier 2,day,172,Operator 7,Machine 5,8.0,standard,83.56,21.72,false
2024-11-13,Line C,Supplier 2,day,575,Operator 7,Machine 1,37.62,standard,57.97,14.24,false
2025-06-27,Line A,Supplier 3,evening,573,Operator 7,Machine 2,10.21,premium,51.94,21.18,false
2025-01-07,Line A,Supplier 1,night,279,Operator 4,Machine 5,39.29,premium,54.58,22.98,false
2025-10-25,Line B,Supplier 3,night,540,Operator 3,Machine 3,19.09,standard,64.11,17.85,true
2025-02-27,Line A,Supplier 3,evening,844,Operator 5,Machine 2,30.43,standard,56.08,22.0,false
2024-09-16,Line A,Supplier 4,day,873,Operator 1,Machine 5,41.9,premium,40.94,20.5,false
2025-02-16,Line A,Supplier 1,evening,810,Operator 4,Machine 2,62.18,premium,55.57,14.78,false
2024-04-09,Line D,Supplier 3,evening,957,Operator 2,Machine 5,52.58,premium,70.56,22.4,true
2025-10-06,Line D,Supplier 4,night,474,Operator 2,Machine 5,45.34,premium,56.15,21.16,false
2025-04-19,Line C,Supplier 4,evening,382,Operator 7,Machine 1,31.55,premium,48.8,25.03,false
2025-09-05,Line C,Supplier 1,day,1138,Operator 2,Machine 1,38.85,premium,36.05,17.76,false
2024-07-21,Line B,Supplier 1,day,918,Operator 2,Machine 2,40.28,premium,56.13,23.08,false
2024-03-01,Line A,Supplier 2,night,726,Operator 3,Machine 1,37.91,premium,49.58,9.28,false
2024-08-12,Line B,Supplier 5,day,385,Operator 2,Machine 5,5.86,premium,30.64,22.48,false
2025-01-17,Line C,Supplier 4,day,318,Operator 2,Machine 2,28.6,standard,61.36,17.45,false
2025-03-01,Line D,Supplier 3,night,455,Operator 3,Machine 4,27.47,standard,50.97,29.45,false
2025-03-04,Line B,Supplier 1,night,554,Operator 8,Machine 3,30.56,premium,53.04,20.07,false
2024-08-06,Line A,Supplier 4,evening,443,Operator 6,Machine 5,39.19,standard,53.48,19.4,false
2025-11-11,Line D,Supplier 3,night,854,Operator 1,Machine 4,27.91,standard,73.95,30.64,false
2024-03-31,Line C,Supplier 3,night,310,Operator 6,Machine 1,22.54,premium,39.79,19.53,true
2024-11-24,Line D,Supplier 5,night,548,Operator 1,Machine 6,34.82,premium,48.22,37.33,true
2025-08-16,Line A,Supplier 3,evening,570,Operator 7,Machine 4,16.21,premium,53.74,24.98,false
2024-11-30,Line B,Supplier 4,night,910,Operator 2,Machine 6,42.11,standard,27.01,27.27,false
2024-07-01,Line D,Supplier 1,day,730,Operator 2,Machine 1,40.27,premium,46.79,24.25,false
2024-03-20,Line D,Supplier 1,evening,658,Operator 4,Machine 1,14.58,standard,53.77,3.76,false
2024-07-17,Line C,Supplier 1,day,1496,Operator 2,Machine 2,42.95,premium,41.27,15.96,false
2024-01-14,Line C,Supplier 3,evening,923,Operator 2,Machine 1,41.05,premium,48.84,19.08,true
2024-01-21,Line A,Supplier 3,night,1053,Operator 8,Machine 1,34.24,premium,49.74,25.23,true
2025-04-13,Line A,Supplier 4,night,523,Operator 2,Machine 4,24.11,standard,60.35,14.96,false
2025-12-03,Line B,Supplier 4,day,646,Operator 8,Machine 6,30.65,premium,35.07,24.29,false
2024-03-31,Line C,Supplier 5,day,523,Operator 2,Machine 1,21.15,standard,52.5,22.17,false
2025-11-24,Line C,Supplier 4,day,1179,Operator 2,Machine 3,51.92,premium,35.84,24.54,false
2025-11-06,Line D,Supplier 1,night,797,Operator 5,Machine 5,23.54,standard,71.65,28.53,false
2025-07-21,Line D,Supplier 5,day,1439,Operator 6,Machine 6,39.4,premium,37.22,18.75,true
2024-04-13,Line D,Supplier 2,night,862,Operator 3,Machine 2,22.19,premium,26.11,21.06,false
2025-03-18,Line D,Supplier 2,night,881,Operator 3,Machine 2,34.16,premium,20.0,16.43,false
2025-01-23,Line B,Supplier 1,evening,864,Operator 2,Machine 1,32.85,premium,49.16,18.96,false
2025-03-21,Line B,Supplier 3,day,878,Operator 4,Machine 6,38.83,premium,52.37,30.88,false
2025-02-05,Line A,Supplier 2,day,767,Operator 8,Machine 4,18.56,standard,54.83,20.08,true
2024-02-24,Line B,Supplier 3,day,516,Operator 8,Machine 4,49.35,premium,71.11,11.71,false
2024-07-09,Line B,Supplier 4,day,777,Operator 8,Machine 5,25.9,premium,61.09,22.04,false
2025-12-09,Line B,Supplier 5,evening,650,Operator 4,Machine 5,38.76,premium,35.47,25.46,false
2024-11-25,Line C,Supplier 3,night,557,Operator 8,Machine 5,46.76,premium,38.94,18.26,true
2024-12-10,Line A,Supplier 3,day,609,Operator 7,Machine 4,14.02,standard,61.7,21.7,true
2024-03-12,Line A,Supplier 5,evening,202,Operator 6,Machine 5,25.34,premium,39.03,20.6,true
2025-05-27,Line A,Supplier 5,night,198,Operator 4,Machine 5,35.77,premium,48.03,34.87,false
2024-08-25,Line C,Supplier 3,night,368,Operator 3,Machine 6,36.57,premium,45.26,27.76,true
2024-09-01,Line A,Supplier 3,day,713,Operator 5,Machine 3,29.09,premium,39.34,19.27,false
2024-11-19,Line B,Supplier 3,day,830,Operator 8,Machine 4,10.65,standard,68.89,23.41,false
2025-04-10,Line A,Supplier 5,night,942,Operator 1,Machine 6,33.68,premium,31.58,19.03,false
2024-06-02,Line C,Supplier 5,day,490,Operator 5,Machine 3,31.5,premium,36.61,16.43,false
2025-09-22,Line D,Supplier 5,day,573,Operator 8,Machine 3,5.0,premium,32.33,23.09,false
2025-04-21,Line B,Supplier 3,night,287,Operator 7,Machine 5,24.17,standard,53.4,18.59,false
2024-03-22,Line D,Supplier 1,day,1018,Operator 2,Machine 5,51.59,premium,43.04,20.93,false
2024-08-28,Line A,Supplier 1,evening,570,Operator 6,Machine 1,24.78,standard,76.18,38.45,false
2024-03-27,Line D,Supplier 2,day,296,Operator 3,Machine 3,31.42,premium,37.11,27.81,false
2024-09-25,Line D,Supplier 4,evening,50,Operator 7,Machine 1,26.58,standard,55.07,35.69,false
2025-10-23,Line D,Supplier 5,day,309,Operator 2,Machine 6,31.93,premium,48.78,22.18,false
2025-06-14,Line B,Supplier 3,evening,1017,Operator 2,Machine 6,22.73,premium,26.28,33.3,true
2025-01-14,Line A,Supplier 4,night,560,Operator 8,Machine 1,38.39,premium,48.95,21.15,true
2024-05-15,Line B,Supplier 3,night,812,Operator 3,Machine 4,30.02,premium,53.92,26.8,false
2025-04-03,Line A,Supplier 1,night,621,Operator 7,Machine 2,31.2,premium,34.25,3.04,false
2025-05-23,Line C,Supplier 5,day,448,Operator 2,Machine 6,36.06,premium,41.18,28.3,false
2025-06-08,Line B,Supplier 4,evening,404,Operator 2,Machine 1,50.83,premium,42.07,31.09,false
2024-01-29,Line A,Supplier 2,day,430,Operator 6,Machine 1,48.86,premium,50.31,13.34,false
2025-06-05,Line D,Supplier 4,night,257,Operator 6,Machine 4,25.25,standard,60.48,11.1,false
2025-12-07,Line C,Supplier 1,day,948,Operator 3,Machine 5,48.89,standard,54.02,20.6,false
